+++==Confirmed Entry's==+++
+++==Non Confirmed Entry's==+++
257166920,NORDLYS
503061730,BYNOE
244060051,BLAZE
338433291,MISS JULI
258215500,GOSPEL
338433285,SAMURAI
338171139,COVENTINA
232000760,EARL THORFINN
338433283,SHADY INVESTMENT
244060092,P129
205262090,ESCAUT
244060091,IJVEER 64
367531220,WATCHMAN
477896000,MARITIME GISELA
244060081,IBIS 7
244060082,ALLIANZ
338171158,PORTFOLIO
244060083,EGBERT WAGENBORG
368317620,RISING SUN
369629000,MAJESTIC
227806420,SALINA
503061690,TAHLIA
232000670,EARL SIGURD
244060102,PONT SLUISKIL
503061680,EXCELSIOR
245633000,WR20 ELISABETH
244060097,LANGENORT
338433377,S/V RITA
205262190,AVISO
227806400,FRENCH WARSHIP EGL
244060121,MISTAYA
244060118,IJVEER 62
273420560,POLYARNY ISSLEDOVATE
244060113,GREY
228068600,JIF SURVEYOR
244060143,CHACELOT
244060136,WELVAART
244060138,RIJNLAND I
417077691,IMULA 0776GLE
244060134,SOUVENANCE
367793280,ENDLESS C'S
367269000,CG ACTIVE
375134000,FOUR JOY
205786410,FRENA
367531160,HAU TREE
373299000,ZHENG HENG
338171218,CROSSROADS
265031350,ALFRED
215748000,CNC JUPITER
244060145,TILIKUM
367793260,PATRIOT
362026000,LEGACY
412358941,SIHAI2HAO
417077591,IMULA 0775 GLE
247205680,NYXONE
228068360,MEHITI
211553550,LIBERTE
244059929,BARON SAN SOUS
244059931,SPITFIRE
259002090,VOGNFJORDEN TF-14-SV
211815680,BAMBERG
210505000,CLIMATE PLEDGE
261099060,BALTIC BEAUTY
367006790,VICKI ANN
338171279,WILD ROVER
244059940,BETUWE
257691380,MANTRA
601629300,STORMGANS
211815690,BAD DUEBEN
503061590,LOCOMOTION
339482000,SEAHOME
368317530,SERENE
548413700,PEARL ORIENT
338171294,SUNNY SEAJAY
503324600,SYNERGY
257953500,LINAS VIKING
503061570,BUGGALUGS
211553630,GLUECKSTADT
227806300,FRENCH WARSHIP GLY
244059975,VELA
338171363,GRUNTLED
257167000,SEA DISCOVERY
601629200,CRYSTAL SPRAY
211815790,RESILIENCE-FRA974
305665000,KADRI
228854900,CORB
244059996,DE BURGEMEESTER
367006770,ROBYN J
368317480,SHABBY TOY
354424000,YACHIYO
224136380,VIRGEN TERCERA
244060009,DAGNY
205524390,SOMTRANS XXVIII
244060004,WEERGALOOS
503061520,JOINT VENTURE
338433473,LIVIN THE DREAM
205262290,NAVIS
245895000,ALBERT JOHANNES
563093600,BULLDOG
232000550,VARAGEN
265031230,HJORDIS
244060027,DANKBAARHEID
503061510,WINGS
367793170,ISLAND TIME
227020680,STERED MOR 2
503062520,RADIANCE
232001490,SD IMPETUS
368056310,JERRY PORCHE
259526000,MANON
244059264,BORIS
229380000,ALPHA LOYALTY
563094400,THERESA GRACE
215224000,AUDACE
238292000,CHAMPION
440145960,KANG NAM T-13
367794170,DREAM CATCHER
303829003,TSV-5 VINDICATOR
211553920,ROENNEBECK
232001480,SD IMPULSE
265031120,ITORNIA
205262370,COLINOE II
259001680,BAMSE
356521824,Q1XA@H@@@B@@@B@@@04A
303829045,NOAA DRIX23 UNCREWED
303829046,CAPE STARR
367531970,GOTTA GO NOW
303829040,R/V GANNET
227282850,ALBATROS
303829036,US SUBMARINE
367794140,SILENT RUNNER IV
319295800,V6
227807140,UTEA 2
245370000,SCH-18 BOEIER
211553960,RHENUS STRASSBURG
244059317,PAGAZA
265817570,GALTRIB
374609000,EXPLORER
303829025,CAPE SAN JUAN
303829026,CAPE SABLE
338433643,SCYTHE
338433636,DOG ON IT
303829079,US NAVY WARSHIP
477634100,ANGELE N
366745490,RESCUE BOAT 133
244059359,ELISA
338433656,TRANQUILITY
338433657,TRAVELER
209719000,BG IRELAND
265031060,STORMER S
249040000,CMA CGM GUILD
477109800,SINOTRANS HONG KONG
211553990,EBER
275518000,LORALAND
244059346,TESSA
417077891,IMULA 0778 GLE
503062430,KELLY
368056210,AMNESTY
362027000,NEC VISION
368056220,VANTAGE
518266000,PASSIONATA
563094500,ULTRA INFINITY
368318350,BELLA VITA
503062400,LAGECKO
227807210,NIC'EL
247204920,DUALE
440146100,KO RYO 307 HO
567026500,HTMS.MANNAI
338433702,SOUTHERN ACCENT
563094300,BW KIZOKU
441719000,KORYO 305HO
368056160,CISNE BLANCO
368318310,ALYSA ANNE
265031000,MECKLENBURG VORPOMME
319295900,SCAMPER
338433715,OSPREY
354949000,ZEFYROS
368842588,:180 3GL[OKXRD4666+1
277353000,BOOMERANGER C016
366745470,RESCUE BOAT 128
244059183,SUNSEA
228069180,ALBATROS
211553850,HABICHT
314577000,LEADER M
338171524,JOBSITE
477372100,BBG FANGCHENG
368056130,CURTIS RANDOLPH
366745450,RESCUE BOAT 126
338171551,ARRRRR N ARRRRR
368056140,RONDO
338433683,DREAMCATCHER
200018222,
231477000,PRESSARIN
259001780,SJOLIV
241700000,MARAN PHOEBE
244059204,ALPHENAAR
368318270,SVGEAUXGIRL
244059206,SOBRINO
338433762,ESCAPE VELOCITY
240651400,NALU
265030940,MONTES
244059230,MRS JONES
200018239,XIN DE LI
367007540,BROWN WATER VII
247204970,FIERAMOSCA
211816060,CALAMARI
338433777,SAN SAGGIO ANTHROPOI
368056080,ENDORFIN
338171595,LIQUID ASSETS
410000020,SHEN SHE 1388
259001750,KAJSAS UDDE
215486000,MED PAKIZE
503062290,STORM BOY II
412097150,HAI XUN 09077
211553900,MUSTANG
410000000,SHEN SHE 1388
224399260,NANNAI
244059532,SOLO
319295500,ROYA ET SOFIA
244059530,KATHY
240651600,AKASTI
232001240,ARCO AVON
338433824,SMR MAVERICK
338433826,LADY JANE
305140000,TUCANA
370677000,SE MARINA
257166400,KYSTFISK
227282580,CIAO
232001270,SCILLONIAN III
256380000,CALIDA
224136820,SERRAPIO
244059557,HORNSRIF
338433798,CATMANDU
357308000,JIANG JUN
205262610,VESPER
413146000,XIN CHANG SHA
372512000,NYK VENUS
367531740,FDNY M1A
244059578,ANNE MATHEA
338433818,CARTE BLANCHE
367531730,FDNY M6A
338433815,ELLA ROSE
319033400,S/Y MARIE
205787000,BOKA FALCON
258215000,VIKING SEA
227806890,2 MI SIECLE
257952800,LAKSEN
367531690,FDNY SE1
338171745,TAILGATE
265030790,PILOT 226 SE
338433913,RAG DOLL
265555080,ESKIL
477372200,PHOENIX 8
503324000,MATTHEW FLINDERS 3
265030830,NJOY
367531660,FDNY27SAFE
227806960,OXYGENE
367531650,FDNY  SCUBA
211292150,ROSENORT
248516000,CASTILLO DE MERIDA
211816400,M/Y HAVANA
338433886,RECKLESS
259001350,SOLVAERSKJAER
205524790,VINCENT
227020530,MAX
367531670,FDNY MARINE 9
368055920,WAR EMBLEM
227806740,PILOURSON SOLOSAILOR
477372400,NEW TREASURE
227020300,ORCA_II
257428700,VILLSAUN
367531640,FDNY M9B
211816240,LOTHLORIEN
440146350,DAEHANMINKOOK
368318060,ROUND TWO
259788000,BOW SUMMER
503586200,SPIRIT OF BRISBANE
503062110,OPTIMIST
338433934,NO ANSWER III
265030760,HARRIET 3
440408550,101 YONG JIN
259001560,NYVING
338433927,KUXTAL
273421280,BELOE MORE
265030780,PILOT 225 SE
566502000,MAERSK BEAUFORT
503062090,MYSTIC
205262730,DONAQUI
245108000,SWAENSBORGH
248778000,SELAM
563094100,HANS MAERSK
276829000,MEGASTAR
338434023,LAGOM
228068950,INFINI
367007280,CURLEW
355211000,NAVIGATION OL
319295700,ISLA
211816270,LIVIA
273421240,ANTON GURIN
224399000,ABSA UNO
227020400,LE CAUX
237506000,AGIOS CHARALABOS II
338434000,HALCYON
566765000,CHINA FORTUNE
219679000,SIGYN
205523010,DAIKIRI 3
338169898,MERCURY (SYC RC)
265030600,KINFISH TENDER 1
417078491,IMULA 0784 GLE
366744020,MARY ALICE
311695000,AMBER ARROW
367530470,SEA LION
256904000,BAGSHOT
371987000,GARNET ACE
366744010,ATLANTIC SALVOR
227805580,BOLDAIR
367792630,BORROWED TIME
319297300,COLIBRI
211814590,ESCAPE
230164890,YODA
259001170,EUREKA
259001180,HELLDAL
238029340,WRUNGEL
228329900,JASON
671362100,DEEPSEA WORKER
271062040,KASIRGA-1
503060940,MINTAKA
224135530,SORD
257952600,KRISTIAN G.JEBSEN 2
477108300,SC TAIPEI
503060930,CURRAWONG
228067800,VB OURAGAN
503323200,BACH & BYTE
211290330,FRANK DEYMANN
247204600,VF 1093
259001140,HAVGAP
253234000,J.S.DE.ELCANO
246156000,KNRM-ANNIE J.VISSER
370152000,NORSE ANTWERP
227543490,ALTAIR
258739000,OCEANIC CHAMPION
367792560,"PETER B"
227281360,CHARLOTTE II
228067780,CORYNACTIS
244058861,AMARE
205522990,THALASSA
338169926,TESTING LIFE
319297400,FIFTH SEASON
265030590,KINFISH TENDER 2
354161000,DL ACACIA
271062108,SADIK HUSEYIN 3
338432089,BLUE TONIC
244321000,TUNA
265030580,AKKA
503585400,SARV AURORA XSTRATA
440147520,TAE YANG 5001
244058867,SHAMROCK
208668687,YUE HAI 8676
367530350,AET RESPONSIBILITY
403709080,RAWABI 401
211290120,ELBE 5
311957000,PERUVIAN REEFER
244058655,CONDOR
503060840,IRON HECTOR
368054630,YUKONER 2
368316770,STOIQUE
338170033,MISCHIEF
256642000,MILOS
258477000,LOFOTEN
414719000,HUA CHI
205523170,MAHIFICENT
338169995,JOUJOU
338432138,LUCKY DOGS IV
211290160,GILLIS GULLBRANSSON
503060820,34 SOUTH
265030500,SOLSIDAN
338432129,ONE MORE TIME
367006030,BARBARA LIND
257690600,ATLANTIS
219417000,GEORG STAGE
211290200,HANS INGWERSEN
265816850,RESCUE H KJELLBERG
503060790,LADY PENELOPE
244583000,SCH123 ZEELAND
368316730,SEXY THING
368054590,NYNM_LC350
265816840,RESCUE SNOW
247204460,P.D'ERCOLE
319297500,GEORGIANA
211290190,HERTHA JEEP
338170111,BALANCE
257166220,NORDKAPPFANGST
368054570,MISS MARLEY
205523100,ELLEBOL
246418000,BROUWERSGRACHT
338432204,SEA ROVER
341840001,RDS II
228067700,F/V PLAYA DE TUYA
205261000,B-601 VAN MAERLANT
367530270,ANGELFISH
470817000,JANANAH
211290210,EMIL ZIMMERMANN
440409790,ARK
265816870,GRACE
356520000,SHANNON RIVER
367005920,PEGGY ANN
440409920,BS RUBY
368316660,MERAKI
211552670,WERNER REICH
367530220,MARIA MARU
338432295,TOP NACH
244059039,ANTIGUA
368316640,PADUCAH
205523290,HYDRUS
368316650,ROBINSON
563619000,HAFNIA LYNX
244059044,ALFA VERDE
230689000,UIKKU
249302000,ADA
574367505,CHA 7 TOAN TRAI-91%
244059064,GENERAL
503060680,SEA WORLD 1
257165920,SVATIND
367005910,BLACKFIN
368054470,SELJE
368316610,TUG CATHERINE
338170143,SAILOR DOG
368316620,ST. PAUL
265030390,BLUE SUNSHINE
563094700,LOWLANDS ORANGE
368054450,M&A
319297100,SAIPH
341578001,TRIO DENIZHAN
367530150,TAHOMA
367792290,OFF THE GRID
368316580,SECOND WIND
440147820,POS.NO.7
224135180,CARTAGENA PTO. CULTU
352850000,SM PUMA
477632800,CALLISTO
367792310,KYLIE BROWN
368316590,PAPA BEAR
205523230,SEA BIRD II
338432329,WEATHERLY
259263000,VIKANTIND
368054430,LITTLE GOOSE
368316550,UNA VITA
259000840,HARALD MARTIN
257428000,SUN TIDE
319035000,WHITE STAR
305928000,FEHN CALYPSO
371463000,ITHACA PATIENCE
244058893,EUROBULK1
244058888,BELLE AMIE
367530080,SOMMER S
414195000,RENJIAN8
367792230,WANDERLUST
211814700,BELLA LUNA
211290390,WSP 23 BIBER
542123456,AST 1805
338432444,SD-2002 (UNCREWED)
542123457,MSP 2
338170298,BOUNTIFUL BLESSINGS
265816650,KNOPLISA
219941000,DORTE RIXEN L237
339481000,ALANDREA
432807000,ENERGY HORIZON
257952500,VIKING 1
244058902,DAPPERE DODO
244058896,WALKABOUT
368054380,BLUE PEPPER
244058898,RIJNLAND
257952510,NJORD NOATUN
367005760,MELVIN L KING
503060560,SASKIA
309336000,NG EXPLORER
211290410,GABRIELE
563881000,HAFNIA SWIFT
244058937,ELISE
319297200,MINTAKA
503060550,EIMEO
368316490,AURORA
503060540,CALYPSO XII
477895100,GAS NEPTUNE
210504000,HELME
367530040,WASHINGTON
338432506,BLISS
259001000,MANON
245894000,WR111 BREEHORN
563094600,CSK BRILLIANCE
240389000,BLUE STAR MYCONOS
257166000,ASKOYBAS
338432458,FANTASEA
305666000,KATRE
211290480,AVALON
211814730,MARYSOL
227018850,THE OFFICE
265554490,MIRELLA
257690290,S/Y DRAUMEN
247466800,P. 04 OSUM
244059000,LURO
244059001,SCORPIO
354423000,SUNLIGHT ACE
261098090,BALTIC MESSENGER
244058999,STELLA MARIS
477632900,SITC PENANG
339219000,CREED
470293000,JANANA
338432553,OLIVIA
205261370,OSCARGOT 2
211290770,FAIRPLAY-52
368055290,MAGNOLIA
215223000,ALMA
431235000,IZU
244058241,SILVER LILLIE
503061490,CICALA
211290760,MPOSS
229379000,SCENIC JEWEL
244058266,CROIX DU SUD
440146980,ILSHIN PRINCESSROYAL
228068230,SNS7_011
227806090,MU
244058284,LEYA
440409190,DAESEUNG 3HO
477108800,KING ISLAND
620766000,DOGA K
338432542,ELECTRA
503061450,ZAZU
357045000,UNION GROW
367793070,DUENDE
368317360,GAVIIDAE
312481000,LINA
563095500,SHIMIN
477895200,ONE CONTINUITY
257952000,NS FRAYJA
265030060,CARMEL III
368055190,BRADY DAWSON
368317340,WM BOYD
351802000,BEST TRADER
257689910,LADY M
205523500,NRJ BALL
211815120,SVEALAND
232000420,HEBRIDEAN ISLES
503061390,GIZMO
275519000,NORDLAND
220466000,BALTSUND
259000580,TYKJE
338432603,ANDIAMO
367006560,HAWSEPIPER
227019520,DISKUIZ
367006570,JEFFREY S
440147120,BUKYEONG
319296900,DRAGONFLY
413408810,JIN LUN 17
215485000,CMA CGM ATTILA
431497000,POSEIDON HIGHWAY
477895400,OOCL GDYNIA
235931787,BLUE BELLE
368055120,GRACE
227806000,F/V KRAKEN
259000790,ODDRUN WITH
265554290,IRMA LINNEA
244058149,HANNE
367006540,THE BEATRICE
372773000,CAPE PROVIDENCE
319034800,AILISH V
257165800,RESCUE BERGESEN D.Y.
265030000,ATLAS
211552800,DRAGI
211814940,ATLAS
338170517,BUOYANT
216009310,COEUR D'OCEAN 1 ET 2
220204000,EMIL
205523590,RONNY2
204212970,MAR DE BRUMA
244058187,TIJGERHAAI
244058183,FENIKS
257690000,NANSEN EXPLORER
211815020,ATALANTA
367530790,DR. DARK
241699000,ZAKROS
374608000,STEFANY
249301000,ARCHANGEL ONE
503061290,SWISH
338432757,GREY DAWN
368317230,OPTIONS
367530760,JACKY L. O'NEAL
403709680,RAWABI 323
244844668,CRISTINA
211290750,FAIRPLAY-50
211290740,FAIRPLAY-53
440409260,ASUNG
601630000,MOONDUST
259525000,MOLNES
265816360,LA CORUNA
503061260,BLACKJACK
211290730,WULF 5
563095400,MAERSK MONGLA
477895300,CL CHANGSHA
211290720,FAIRPLAY-51
310384000,ISLAND PRINCESS
227019400,L'AVENTURIERE II
338432808,ALEGRIA
230165180,ALLI
503061240,STILLWATER
368317170,DANCE-IR
224135770,LHORITZO U
244058525,FLORIS
259000420,AUGUSTSON
417079234,IMULA 0792KLT
259000400,LOKOEY
417079291,IMULA 0792GLE
566241000,VANDA SUCCESS
368055000,EAGLE_EYE
259000410,FROY NORDKAPP
503061200,JESTER
229903000,PS GENOVA
477895500,OOCL ZEEBRUGGE
244058558,COMPAEN
367006420,RUBY GONSOULIN
257689700,GARPHOLM
338432784,HOKAHEY
244058544,GOYOW
227805910,ATLANTICA
205261690,ULYSSE
257165340,AUD WILLIKSEN
503585100,PRIME MOVER
319296600,VOLPE
367792830,ROPOJO
564406000,ELBE
257165320,MARTIN
257689600,STORM
250350000,ENDURANCE
235932018,PRISCILLA
227019500,SCORFF
512236000,AMALTAL COLUMBIA
368054940,JULIA B
477633300,LUZON STRAIT
224135720,CANADAS SORIANO
338432857,SUSIE BELL
542648110,SINARAN BAHAGIA
367530640,CECIL
367792790,SOLAIRE
259787000,BOW SKY
265029700,ELOISE
259000570,FDA ASTRI
366744150,KON-TIKI II
338432956,CAPRICA
367006330,KATHY PAWG
244058386,WADDENZEE
247204130,MAIMAI
503061080,LIMESTONE COAST
368317010,SURF RIDER
368317020,HARBOR SENTINEL
367006280,CATALINA_KING
265816180,XENA
259000540,HAMNETIND
368054850,STEADFAST
367530590,CAPT.PAUL E LORD
338432923,SKIPJACK II
338170774,GRACE
368316980,T/T PENELOPE
239864200,ECOSPIRIT
368054840,BLUE DRAGON
211553110,MERAKI
338170872,NO SCHEDULE
232000000,BEACHCRAFT
368054820,STARSPLITTER
232000001,C&T TESTING
244058452,TRAWANT
413147000,XIN NAN SHA
225970850,HNOS TAJES
572532220,RAWABI 43
338433008,TOPO_TIME
258214020,ATHENE 2
205261790,PINGUIN
338432968,OUR SHOT
265553970,GRATIA
367530510,SEA LA VIE
244058470,SPERA
273422240,KAPITAN KIRICHENKO
235932128,NAIAD
205523890,TRAFUCO 7
244058488,ESTANCIA
368316940,IMPLICATION
503059960,LOLA B
702030300,ROSA MARIA S
205521990,PANAMERA
256903000,ABLIANI
244057730,ICE
375398000,TSC BASTOOR
228066700,F/V JP LE ROCH
311696000,IVORY ARROW
244057754,CUBALOCO
211551370,FUTURA PRIMA
503059940,DENA
224134470,NUEVO TACONEO
247203490,FOTITIENG
224134520,ONGI ETORI
503059930,MAY GIBBS
276306000,IKLA
219678000,VISTULA MAERSK
230163860,S/Y FRANZISKA
368319940,ANDROMEDA 1
265816040,ANYTEC
205259790,ANVERSA
477893700,GUNDE MAERSK
209192000,DUBLIN SWIFT
503059910,CRESCENDO
373563000,SUPERNOVA  B
258738000,SKANDI ICEMAN
338172949,BLUE ANGEL
503059900,EIRENE
228066780,D'JAZZIE
601893800,PUENTE SABARIS
503059890,OURA
413405430,KAI HE ZHI CHENG
503059880,G WHIZZ
210765000,APATYTH
273422380,POLA FEODOSIA
367533450,LUORA
211551480,RASMUS
240125500,MARGARITA
257951500,UTVAER
338435137,TRUE NORTH
710943256,GEMEOS S
416026804,YONGCHANG 268-04+90%
995636001,BANYAN BEACON
416026806,YONGCHANG 268-06+86%
416026807,YONGCHANG 268-07+94%
995636004,ISOLATED DANGER BUOY
577514000,AHMET AGAOGLU
503059840,CHAOS THEORY
995636005,PIONEER BEACON
211551260,EILTANK 66
265553750,KBV 453
258476000,LANGSUND
211289110,MOONLIGHT
503059820,SOPHIA
265029470,LADY BUMP
244057631,LONNEKE
338435256,HEAVY METAL
227542280,KABAKO
440406750,SUN JIN NO303
211813380,AQUAMARIN
227018030,HATHOR
211551290,KEILER
248252000,ATLANTIS ANTALYA
503059790,THE CRO CONNECTION
257951700,THETYS
503322300,CALYPSO
412356650,JIE HANG LI
230688000,JATULI
224921000,SALVAMAR  ORION
577252000,MERCURIUS
563095900,GINGA KITE
319298500,FRANKLIE
224134540,MARJUPE PRIMERO
246417000,BRU-72 STORMVOGEL
259000210,LYKKE
244582000,BOKABARGE 91
477369500,FABULOUS
240125600,DAIQUIRI
366222630,NANCY ELIZABETH
227280250,MAZAL
259000200,TAMINA SPIRIT
563095700,GREEN OCEAN
205260090,TOBA
503059700,EYE CANDY
368319740,RESOLUTION
224134230,GALATEA
671097100,MIRAI
215746000,EPIC BORNEO
305929000,FEHN CAPE
338435384,WAHOO VI
244058000,PERFECT
336076052,HEMA-1-76%
244058001,DESTEREE
245893000,GEO RANGER
440144670,205 DONG SUNG HO
244058019,ANTWERPEN
205522290,REVENGE
457446000,BULAN
368319680,SANTE
371466000,MSC SUSANNA
227804320,AMINATA
227017930,MALOU- POTE
352067000,DENIZ-M
338173295,LONGSHOT
227804380,ANANDA IV
338435431,SIMPLICITY
338173304,SKYWALKER 1
338173305,FREQUENT FLYER
503059630,LICENSE TO CHILL
314842000,MULE
338435449,ZINGARA
211551690,STEFFI
368319650,BANSHO
227280080,TORTUGA768
210241000,URAGA PRINCESS
563095800,GREEN FOREST
309599000,DUHAIL
367533190,STEVE SOUTHERN
477893900,SNL NANTONG
238028610,MAGIC DREAM
338173269,FINN SEEKER
416026958,33668
503322500,BIG BUD 2
244057866,MIRTHE
417075547,IMULA 0755TLE
227017730,ZOAN
563882000,MARLIN DUA
230163510,KATARIINA II
368319610,BRENDAN CRYSTAL
367533180,ELIZABETH R CHASE
249563000,MANNA
367533170,RONALD L SENSENBACH
244057879,SEVEN7
257165000,SORLANDET
563095600,GREEN STAR
576728000,LUNG YUIN
273422830,MRTK-1051
259000000,WILSON NANJING
440144780,TAEKYUNG LUNA
368057410,JAMMIN
367533150,SUSAN JOHNSON
247203590,SANS SOUCI 2
368319560,HARBOR2
368319540,HAPPY TOGETHER
408687000,BAK-20
374874000,OMARI
503059510,OSPREY
244057920,FLORAN
228066390,JAMIGENSEA 3
230163560,GERALDINE
229115000,CMA CGM NOUADHIBOU
244057950,BOSON
210503000,MAURITIUS PRIDE II
338173429,CONFIANZA
368057390,SOMEDAY
367008770,NAVAJO
338173386,MOLLY
503059480,STELLA
503322600,EZ STREET
367795230,BAREFOOT
240388000,VERONIKI III
319298300,INCOGNITO
227804270,ALBATROS II
417075491,IMULA 0754 GLE
244057231,CHICA PACIFICA
224135000,PEDRA DA GRELO
440406090,INTRANS TINA
211551890,ENTE
227280770,FREYR
224134990,ALBYMAR
244057247,IJSSELMEER
356786000,7 SEAS
265815500,MAXIE
257688900,MEX
368320490,BOUNDLESS
265029100,FRB AURORA
215222000,ALPHA CONFIDENCE
563096500,MAERSK BAHAMAS
548678300,MV MASBATE CITY
470292000,P14
211814030,KALON
244057276,SIMMERTWIRRE
417075947,IMULA 0759TLE
366747620,MUTINY
440406140,JU YOUNG HO
257951070,LUNA
224134940,GURE IMANOL
319560000,S/Y Q
247465100,NAVE ARINGHIERI
368320420,MAGIC
367534010,SOPHIA GOLDING
370941000,VENTURE G
227542980,DESPACITO
477369900,SITC CEBU
211551940,SCHLESWIG-HOLSTEIN
205260390,COSMOS
244057299,SONGO D' ACQUA
245368000,LCVP L9566
529012201,;_FPU!!!!!!! FFG"C<(
368058260,COOKIE MONSTER
319297900,DOKINHA
244057321,AREND
530060785,M<$)20X'1G*8!'NF6XJ
530060787,]P$*ZR 7L>R8!6>.NXOA
275520000,SOPHIE
257164600,VEKTAREN
258999580,AKOYA
368058270,BULLDOG
354951000,VIOLA
503060360,SUPERB
257951000,SILVER BERGEN
258999560,FAIDON
530060769,T8$(0(X @@B8[F&N>0S
368058250,IRIS
229378000,EUROPA 2
211814110,TORTUGA
211289830,LOUIS JO
239076544,D44%AKN?D6XM<.L \@QP
367533930,MISSION
227018510,IRITIS
238552240,ALKATAN
412095000,DONG XING HAI TAI
367533920,SOLSTICE
227542810,RHUM RAISIN
367796070,BRYCE MORGAN
367533950,EMPRESS
227804930,PLAYER 3
367533940,TAMPA
368320340,C-ENDURANCE
338173579,KAREN JEANNE
367796040,SEA FOX
265815410,CHAMPAGNE
205522670,PEPERMENNEKE
244057148,DRUKWERK
351805000,PORTO DOLICHA
477632200,FOREVER BRILLANCY
265028990,MAGGAN
470030000,AL MAQAM
239076600,ANNA II
241698000,AKTOR
440144000,HMM TACOMA
367533910,RYLACADE
367796050,SEA LION
338435731,JIANNA MARIA
563096400,MAERSK BERMUDA
431494000,SHUNYOMARU
503321800,SHEER BLISS
259524000,SOGNDAL
503060260,MONASTRELL
258999720,AURORA
228067140,LALFA II
368058130,GO DISCOVERY
440406180,22MIN SUNG HO
312744000,BAI DE  66
244057187,P406
255854000,ANHOLT
257689000,LINK POLARIS
205260490,KENYRO
211289710,MADITA
367795990,SEA WOLF
503060230,SEAS THE MOMENT
244057206,REVOLT
368320270,AU NATURAL
338435799,CAT II
209979000,LE HAVRE
247203260,MAGIAQUATTRO
241436000,SOPHIA
229902000,SEAHARMONY
244057482,STORM 2
211290000,CUX1 MARE LIBERUM
440144180,M/T 5 HAN YU HO
368320250,YANEISEA
566242000,HAFNIA AFRICA
205260590,ANTVERPIA
205522770,SUNDOWNER
225969770,PILOTS AMOSUCAS P
338173754,BOONE COUNTY 215
338435902,PACIFIER
351019000,HOLLY DEVELOPER
374087000,ALEKSANDR LEBED
258999399,FAGSKULEN
338435899,TIRIL
368058090,QUE SYRAH
267126000,SPS-B1
257688700,SKOLTEN
338698000,ZOE
368058070,PATIENCE
503060180,WITCHWAY
265291000,JACOB HAGG
520361000,OHANA
716185985,DONA LURDES ]
